KIC,numax,enumax,Dnu,eDnu,Length,HBR,Teff_SDSS,eTeff_SDSS,[M/H]_SDSS,e[M/H]_SDSS,Radius_SDSS,+eRad_SDSS,-eRad_SDSS,syRad_SDSS,Mass_SDSS,+eMas_SDSS,-eMas_SDSS,syMas_SDSS,logg_SDSS,+elogg_SDSS,-elogg_SDSS,sylogg_SDSS,rho_SDSS,+erho_SDSS,-erho_SDSS,syrho_SDSS,Age_SDSS,+eAge_SDSS,-eAge_SDSS,syAge_SDSS,Teff_ASPC,eTeff_ASPC,[M/H]_ASPC,e[M/H]_ASPC,Radius_ASPC,+eRad_ASPC,-eRad_ASPC,syRad_ASPC,Mass_ASPC,+eMas_ASPC,-eMas_ASPC,syMas_ASPC,logg_ASPC,+elogg_ASPC,-elogg_ASPC,sylogg_ASPC,rho_ASPC,+erho_ASPC,-erho_ASPC,syrho_ASPC,Age_ASPC,+eAge_ASPC,-eAge_ASPC,syAge_ASPC,Gaia,Teff,e_Teff,D,+e_D,-e_D,R,+e_R,-e_R,AV,Evol,Bin,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,source_id_2,original_ext_source_id,angular_distance,gaia_astrometric_params,tmass_oid,number_of_neighbours,number_of_mates,best_neighbour_multiplicity,kic,gaia,tmass_source_id,RAJ2000,DEJ2000,_2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,Rflg,Bflg,Cflg,Xflg,Aflg
4756112,669.295,68.681,36.842,1.494,29.4,1.464,6182.0,60.0,-0.209,0.1,2.6189999999999998,0.085,-0.08,0.031,1.3780000000000001,0.055,-0.053,0.048,3.739,0.019,-0.02,0.004,0.07641,0.005707,-0.0055,0.001109,2.8080000000000003,0.293,-0.27699999999999997,0.183,5717.2,69.27600000000001,-0.209,0.1,2.588,0.09300000000000001,-0.092,0.025,1.297,0.062,-0.061,0.035,3.725,0.019,-0.02,0.006,0.07501000000000001,0.005797,-0.005625,0.001198,3.5589999999999997,0.457,-0.406,0.3,2076463928525422592,6206,124,518.979,7.212999999999999,7.037000000000001,2.7689999999999997,0.12300000000000001,0.11699999999999999,0.141,1,0,1635721458409799680,b'Gaia DR2 2076463928525422592',2076463928525422592,240081600,2015.5,294.37733055100466,0.02194452574797928,39.855695785772326,0.025379284786643978,1.8981425356790647,0.026704441881808157,71.07966,0.3018931163088381,0.045058835790510225,6.595827294279902,0.0462769900267349,0.05966824,-0.12850244,-0.20876645,-0.18629438,0.24220125,-0.241151,-0.3999801,-0.26500666,0.03465135,0.06109605,215,215,211,4,4.249769,303.99652,0.0,0.0,31,False,299.15656,1.6186370123690168,0.00662515076098079,-0.09513832,25,15,0.036714084,0,29,False,234,882459.8506417526,249.76428688569592,3533.1707,10.824128,25,488218.81120424694,330.4463999340797,1477.4524,11.129852,25,565104.2621176142,275.53059005224907,2050.9675,10.381598,1.1936215,1,0.7482538,0.30572414,0.44252968,-19.625908122516442,0.9299269057050152,9,6500.0,4.0,-0.25,b'NOT_AVAILABLE',73.33518725693195,8.963282661742593,309.33679218327103,60.0095120067835,100002,6064.4,5867.033,6788.14,,,,,,,200111,2.798909,2.2338953,2.9903865,9.546047,9.321813,9.770282,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2076463928525422592',,2076463928525422592,b'19373055+3951204',0.04957211352090651,5,405288035,1,0,1,4756112,2076463928525422592,2MASS J19373055+3951204,294.377311,39.855667,b'19373055+3951204',9.89,0.024,9.632,0.028,9.59,0.022,b'AAA',b'222',b'111',b'000',0,0
4841753,861.077,80.14699999999998,49.655,2.4290000000000003,30.0,1.3019999999999998,5966.0,67.0,0.127,0.1,2.149,0.076,-0.071,0.023,1.314,0.046,-0.043,0.032,3.891,0.022000000000000002,-0.023,0.004,0.132,0.01112,-0.010790000000000001,0.0016170000000000002,4.113,0.40700000000000003,-0.386,0.264,5872.1,69.27600000000001,0.127,0.1,2.137,0.077,-0.07200000000000001,0.028999999999999998,1.2919999999999998,0.046,-0.047,0.047,3.888,0.022000000000000002,-0.023,0.006,0.1319,0.011290000000000001,-0.01084,0.001695,4.454,0.47200000000000003,-0.42200000000000004,0.485,2053256399158515840,5904,118,557.049,7.341,7.1720000000000015,2.197,0.096,0.091,0.25,1,0,1635721458409799680,b'Gaia DR2 2053256399158515840',2053256399158515840,1071291168,2015.5,293.52514582699143,0.018250224057755993,39.99118294932861,0.02216195899676119,1.7661544405801923,0.023616219173679207,74.78565,-3.466362962315094,0.038955972420442166,-2.154004550547512,0.04498157156793877,-0.04934788,-0.10386247,0.01412421,-0.049318723,0.23163383,-0.079634234,-0.28975213,-0.187451,-0.009254774,-0.06878831,227,227,223,4,2.9671223,285.21167,0.0,0.0,31,True,449.4113,1.6062782765384596,0.006135907796702722,-0.049864396,26,15,0.03516667,0,31,False,237,409631.79715959943,63.95142149850657,6405.359,11.657382,25,220927.04469468453,293.73513824045955,752.1301,11.990766,24,270948.93875868374,193.13056486326934,1402.9314,11.179702,1.2007759,0,0.81106377,0.33338356,0.4776802,-17.964701988895367,0.9721937037263153,5,6250.0,4.0,-0.25,b'NOT_AVAILABLE',73.14830039242808,9.60472926531563,308.1822284683338,60.34987786420477,100001,5809.0,5764.0,6113.0,1.6187,1.363,1.801,0.8203,0.6772,0.905,200111,2.2462752,2.0284154,2.2814858,5.176379,5.055508,5.2972503,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2053256399158515840',,2053256399158515840,b'19340604+3959283',0.02333075204066171,5,405608363,1,0,1,4841753,2053256399158515840,2MASS J19340604+3959283,293.525171,39.991199,b'19340604+3959283',10.651,0.02,10.374,0.022,10.313,0.017,b'AAA',b'222',b'111',b'000',0,0
4842436,1338.963,183.233,72.551,3.0860000000000003,31.1,1.339,5688.0,63.0,0.139,0.1,1.57,0.054000000000000006,-0.051,0.018000000000000002,1.089,0.047,-0.049,0.038,4.082,0.023,-0.023,0.006,0.2807,0.02146,-0.02028,0.004144,8.288,1.212,-1.073,0.976,5587.5,69.27600000000001,0.139,0.1,1.5519999999999998,0.054000000000000006,-0.051,0.025,1.054,0.047,-0.048,0.048,4.077,0.022000000000000002,-0.023,0.008,0.2806,0.02105,-0.02001,0.003999,9.597999999999999,1.4169999999999998,-1.272,1.804,2052504951683565056,5715,114,325.026,4.257,4.16,1.588,0.07,0.066,0.15,1,0,1635721458409799680,b'Gaia DR2 2052504951683565056',2052504951683565056,274713695,2015.5,293.7276902735562,0.030488326482677977,39.90733619554557,0.03449293044812546,3.0485448422735426,0.040238712983383086,75.76149,1.8227100947308414,0.06356104433335429,-0.11226325926544765,0.0698944842055277,0.09207139,0.018859215,-0.051277004,-0.23729828,0.33190364,-0.31758404,-0.18224646,-0.3866499,-0.24769646,0.07655096,177,177,164,13,12.183361,488.82965,0.08198000367688096,2.592976335810163,31,False,102.65875,1.6190182336577117,0.00950889837923314,0.07510082,20,14,0.047160275,0,22,False,176,567502.0614841415,384.40185728883324,1476.325,11.303447,20,297426.35280580795,319.79411825302526,930.0557,11.667939,21,383311.36870437616,583.881333454629,656.48846,10.8030405,1.1995335,0,0.8648987,0.36449242,0.50040627,-24.00956771933558,0.7140527154483871,8,6000.0,4.0,0.0,b'NOT_AVAILABLE',73.14577710209946,9.428281385568486,308.4244356342085,60.220547981928995,100001,5574.0176,5347.1997,5699.0,0.9035,0.4799,1.31,0.435,0.239,0.6521,200111,1.6778955,1.605108,1.8232607,2.4484873,2.401295,2.4956796,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2052504951683565056',,2052504951683565056,b'19345464+3954264',0.019365117337908307,5,405410161,1,0,1,4842436,2052504951683565056,2MASS J19345464+3954264,293.727686,39.907337,b'19345464+3954264',10.233,0.02,9.943,0.02,9.874,0.018,b'AAA',b'222',b'111',b'000',0,0
4846457,697.1510000000003,60.537,42.067,2.8160000000000003,31.1,1.837,5885.0,81.0,0.22899999999999998,0.1,2.474,0.10400000000000001,-0.094,0.027999999999999997,1.429,0.051,-0.053,0.032,3.805,0.024,-0.025,0.003,0.09392,0.00916,-0.0089,0.0014939999999999999,3.202,0.396,-0.324,0.20199999999999999,5832.4,69.27600000000001,0.22899999999999998,0.1,2.472,0.10400000000000001,-0.095,0.027000000000000003,1.421,0.05,-0.053,0.035,3.803,0.024,-0.025,0.005,0.09354,0.009149,-0.008825,0.0015480000000000001,3.2889999999999997,0.40700000000000003,-0.337,0.302,2076470040258040704,5823,116,536.549,8.449,8.213,2.716,0.12300000000000001,0.11699999999999999,0.126,1,0,1635721458409799680,b'Gaia DR2 2076470040258040704',2076470040258040704,1582368040,2015.5,294.7394102024715,0.023242531022249532,39.99809394255551,0.028079011094694673,1.835332798942461,0.0292215886186925,62.807426,0.1412811120425297,0.04923026499021568,-14.180624165895907,0.051302286865833185,0.08295347,-0.046055008,-0.2748926,-0.10324085,0.38454714,-0.16269274,-0.3153789,-0.1610635,-0.08219117,0.05712284,196,196,185,11,11.501763,496.9917,0.0,0.0,31,True,435.68085,1.5974344871998767,0.007143609950547473,-0.002253278,23,16,0.038489867,0,27,False,203,631210.8610000323,337.7115027736691,1869.0831,11.187929,23,347918.84107161907,1216.3777031997886,286.02863,11.497693,25,427857.6390706165,1448.818460339698,295.31488,10.683672,1.229029,0,0.8140211,0.3097639,0.5042572,-56.05816738359975,0.4735115874721752,6,6250.0,4.0,0.0,b'NOT_AVAILABLE',73.59471681651664,8.785454740936716,309.9556609917795,60.05198997401063,100001,5831.0,5650.615,6142.1,,,,,,,200111,2.6614292,2.3986518,2.8340633,7.377288,7.187262,7.5673137,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2076470040258040704',,2076470040258040704,b'19385745+3959532',0.13327373463843684,5,405624852,1,0,1,4846457,2076470040258040704,2MASS J19385745+3959532,294.739376,39.998127,b'19385745+3959532',10.07,0.022,9.83,0.028,9.771,0.024,b'AAA',b'222',b'111',b'000',0,0
4914923,690.176,32.749,39.275999999999996,0.309,962.7,1.546,6188.0,66.0,0.15,0.1,,,,,,,,,,,,,,,,,,,,,5724.6,69.27600000000001,0.068,0.1,1.364,0.021,-0.017,0.025,1.079,0.054000000000000006,-0.039,0.057999999999999996,4.2010000000000005,0.008,-0.006999999999999999,0.006999999999999999,0.4252,0.001477,-0.001214,0.005282,7.782999999999999,1.297,-1.526,1.876,2101240083023021952,5805,116,122.041,1.344,1.318,1.433,0.063,0.059000000000000004,0.022000000000000002,0,0,1635721458409799680,b'Gaia DR2 2101240083023021952',2101240083023021952,1410204121,2015.5,289.1454889245425,0.07133187573961286,40.0480745377673,0.07632820989388753,8.167493631851602,0.09018639101995601,90.56237,10.692382498073279,0.15087753694264783,174.59566538930392,0.14749398764354396,-0.17630929,-0.34616548,0.0069671934,0.046998844,0.3377116,-0.0885338,-0.18675657,-0.22539029,-0.15543802,0.03842879,212,212,212,0,42.29445,2807.185,0.38299016540916925,61.35988155133889,31,True,6.1348467,1.5395618836588487,0.020503438825118663,0.05427385,24,16,0.08311005,0,25,True,209,3513669.6606819467,923.827662741242,3803.382,9.323963,23,1864187.3403001016,2352.669367594816,792.37115,9.675164,22,2322684.2256358066,3593.7331533043234,646.3152,8.846945,1.1915951,0,0.8282194,0.35120106,0.47701836,-23.09097402097851,6.770551323199888,5,5500.0,4.0,0.25,b'NOT_AVAILABLE',71.68994787605753,12.638452826092255,301.6342549978746,61.4012689755286,100001,5733.0,5592.8667,5790.0,0.4725,0.1385,0.709,0.2242,0.0809,0.3394,200111,1.4640335,1.43535,1.5383174,2.086049,2.0579329,2.1141653,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2101240083023021952',,2101240083023021952,b'19163489+4002501',0.10375925167606667,5,405741979,1,0,1,4914923,2101240083023021952,2MASS J19163489+4002501,289.145409,40.047272,b'19163489+4002501',8.285,0.024,7.999,0.017,7.935,0.023,b'AAA',b'111',b'111',b'000',0,0
4915148,567.165,8.847000000000003,35.351,0.281,29.5,5.683,5026.0,75.0,0.095,0.102,2.503,0.062,-0.06,0.012,1.074,0.07,-0.066,0.013999999999999999,3.6710000000000003,0.008,-0.008,0.002,0.0685,0.001085,-0.001088,0.00040439999999999996,8.3,2.25,-1.7890000000000001,0.441,4846.0,69.27600000000001,0.095,0.102,2.431,0.054000000000000006,-0.046,0.043,0.993,0.059000000000000004,-0.049,0.049,3.6630000000000003,0.008,-0.006999999999999999,0.006,0.06905,0.001024,-0.001035,0.00044,12.02,2.274,-2.235,2.26,2101251486158587520,4952,99,265.08299999999997,1.517,1.504,2.5180000000000002,0.106,0.10099999999999999,0.096,2,0,1635721458409799680,b'Gaia DR2 2101251486158587520',2101251486158587520,1149135186,2015.5,289.21022402809456,0.017871208278656833,40.0191251618955,0.021695906203634895,3.742755899296645,0.021692610807489156,172.53598,-17.477326160548873,0.03984020502331142,-20.270471334266528,0.03965702542361546,-0.012056932,-0.106610656,-0.067427516,-0.0022443,0.24479236,-0.03503543,-0.4907477,-0.18344255,-0.15837897,-0.037832465,246,246,243,3,4.914502,361.2481,0.0,1.8270166791956656e-15,31,False,298.2241,1.5423117021716923,0.005615284425061244,0.060425356,28,17,0.033414643,0,29,False,246,1050646.7444829869,301.7075423734773,3482.335,10.634724,27,474791.783846814,420.350760178799,1129.5133,11.1601305,27,812673.9019220972,602.7684011663025,1348.2357,9.987129,1.2254031,0,1.1730013,0.52540684,0.64759445,-51.882705248138976,0.3722017638628124,8,4750.0,3.5,0.0,b'NOT_AVAILABLE',71.68450818823635,12.581298381818169,301.7173215501212,61.359895955762006,100001,4912.393,4851.95,4980.62,,,,,,,200111,2.5219736,2.4533525,2.5851996,3.3369386,3.3020499,3.3718274,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2101251486158587520',,2101251486158587520,b'19165047+4001091',0.0774630028133235,5,405675147,1,0,1,4915148,2101251486158587520,2MASS J19165047+4001091,289.210318,40.019203,b'19165047+4001091',9.158,0.018,8.7,0.02,8.609,0.018,b'AAA',b'212',b'111',b'000',0,0
4947253,920.825,47.532,51.547,1.209,29.4,1.567,5953.0,59.0,-0.196,0.1,2.006,0.044000000000000004,-0.044000000000000004,0.02,1.173,0.048,-0.05,0.027000000000000003,3.9010000000000002,0.012,-0.012,0.005,0.145,0.006101,-0.005856,0.002151,5.237,0.616,-0.527,0.29,5732.6,69.27600000000001,-0.196,0.1,1.969,0.047,-0.046,0.027999999999999997,1.102,0.052000000000000005,-0.05,0.040999999999999995,3.892,0.012,-0.012,0.006,0.1444,0.006155,-0.006022,0.001887,6.612,0.777,-0.73,0.77,2073656394307226880,6005,120,383.39,3.655,3.596,2.059,0.08900000000000001,0.084,0.18100000000000002,1,0,1635721458409799680,b'Gaia DR2 2073656394307226880',2073656394307226880,851704807,2015.5,297.5143175319795,0.020333731138777917,40.0504379520437,0.02198480088930296,2.57905547341641,0.02487417763391639,103.68405,14.62190410985571,0.04196047461716201,2.3743767655248735,0.041342204882956396,-0.040202036,-0.016156834,-0.19976543,-0.020720473,0.30573326,-0.08017407,-0.31286207,-0.20574822,-0.13993065,-0.08474992,242,242,236,6,7.7217493,438.87292,0.0,0.0,31,False,377.6143,1.6025698010396976,0.0059923998728498885,-0.024324613,27,16,0.032829925,0,30,False,244,751018.3141478633,262.5913505331199,2860.0269,10.999239,28,405003.58587384445,337.1306007177195,1201.3254,11.332741,29,494995.4382751664,380.8242094924086,1299.8003,10.525417,1.1983716,1,0.80732346,0.33350182,0.47382164,-2.1823735536599265,0.6254867814373553,6,6250.0,4.0,-0.25,b'NOT_AVAILABLE',74.6815519250564,6.952749593144879,313.9429363128337,59.363218786848954,100002,5883.447,5740.2266,6113.0,,,,,,,200111,2.0264497,1.8771142,2.128832,4.4329586,4.3597026,4.5062146,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2073656394307226880',,2073656394307226880,b'19500341+4003015',0.04358874219456861,5,405749432,1,0,1,4947253,2073656394307226880,2MASS J19500341+4003015,297.514239,40.050419,b'19500341+4003015',9.943,0.021,9.667,0.022,9.621,0.02,b'AAA',b'222',b'111',b'000',0,0
5021689,1182.91,36.545,63.504,0.233,92.6,2.248,6262.0,45.0,-0.08900000000000001,0.1,1.771,0.054000000000000006,-0.021,0.028999999999999998,1.224,0.126,-0.04,0.055999999999999994,4.029,0.015,-0.008,0.008,0.2204,0.0019920000000000003,-0.001998,0.002313,4.173,0.405,-1.153,0.7240000000000001,6122.7,69.27600000000001,-0.08900000000000001,0.1,1.765,0.019,-0.021,0.021,1.198,0.038,-0.043,0.032,4.023,0.006,-0.006,0.006999999999999999,0.2182,0.0018690000000000002,-0.0018260000000000001,0.0038020000000000003,4.8469999999999995,0.564,-0.44299999999999995,0.648,2076495161528280192,6135,123,179.65400000000002,0.795,0.7909999999999999,1.829,0.077,0.073,0.086,1,0,1635721458409799680,b'Gaia DR2 2076495161528280192',2076495161528280192,168621522,2015.5,294.7196964754528,0.021594050535861834,40.15347221624359,0.02423623319599729,5.536635143963099,0.02479990149521249,223.2523,-2.0061862415143885,0.046984540713568314,-62.98173892476474,0.04629363973483752,-0.14499272,-0.05025648,-0.39477858,0.07293813,0.3078145,0.034568474,-0.36217126,-0.0031976583,-0.2306556,-0.2737275,222,222,218,4,8.796939,449.94543,0.0,0.0,31,False,255.54071,1.62402260719547,0.006224904838066543,-0.046856582,25,15,0.04052618,0,30,False,249,3288559.8055395614,698.6915691969904,4706.74,9.395851,27,1845453.4568053451,2137.397482561276,863.41144,9.686131,27,2049811.814685313,1490.2591415445734,1375.4734,8.982635,1.1844897,0,0.703496,0.2902794,0.4132166,18.902498040882314,0.7949612234498398,2,6250.0,4.0,0.0,b'NOT_AVAILABLE',73.72609842128193,8.872146466880373,310.03134163043273,60.20347965005229,100001,6053.0,5997.0,6148.533,0.9325,0.6694,1.3251,0.4645,0.3282,0.6277,200111,1.8596982,1.8023568,1.8945922,4.1827545,4.1506124,4.2148967,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2076495161528280192',,2076495161528280192,b'19385272+4009136',0.16411964597089299,5,405995668,1,0,1,5021689,2076495161528280192,2MASS J19385272+4009136,294.719693,40.153782,b'19385272+4009136',8.473,0.019,8.231,0.023,8.196,0.021,b'AAA',b'111',b'111',b'000',0,0
5033245,423.67400000000004,7.392,26.525,0.259,29.4,4.524,5086.0,63.0,0.11900000000000001,0.1,3.315,0.091,-0.086,0.032,1.4180000000000001,0.099,-0.091,0.033,3.548,0.008,-0.009000000000000001,0.003,0.03888,0.0007635,-0.000768,0.0005099999999999999,3.1069999999999998,0.877,-0.693,0.191,4948.3,69.27600000000001,0.11900000000000001,0.1,3.227,0.08900000000000001,-0.087,0.071,1.32,0.094,-0.08900000000000001,0.075,3.54,0.009000000000000001,-0.009000000000000001,0.006,0.03924,0.0007633,-0.0007578,0.00040179999999999995,4.32,1.254,-0.993,1.02,2073710098579801088,5143,103,413.744,6.818,6.619,3.327,0.15,0.142,0.154,1,0,1635721458409799680,b'Gaia DR2 2073710098579801088',2073710098579801088,892675036,2015.5,297.13011963177644,0.026626101580326134,40.19169911275739,0.036124458329854996,2.389214686279623,0.039573005916451943,60.37486,-9.77948698914916,0.05779301613897852,-5.889313525206594,0.06310934785161638,-0.17171699,0.14122348,-0.062224314,-0.20595703,0.43585303,-0.33097512,0.1419635,-0.34028336,-0.16567029,-0.24792226,170,170,167,3,0.65731454,173.42346,0.0,0.0,31,True,290.72186,1.5533319893258843,0.009560377306901338,-0.20818403,21,12,0.04471203,0,26,False,202,814460.8903621499,228.44821367358225,3565.1882,10.91119,21,373090.0596556141,390.5003007770858,955.4155,11.421854,21,623271.2882399487,444.0003462018007,1403.7631,10.275228,1.2233385,0,1.1466265,0.510664,0.6359625,-11.866777832556622,0.43461447007469883,6,5250.0,3.5,-0.25,b'NOT_AVAILABLE',74.65841283045876,7.277926331844733,313.50309233319496,59.60066261686879,100001,4936.475,4884.5254,5029.8867,,,,,,,200111,3.4346926,3.3083038,3.508141,6.3115826,6.1582556,6.4649096,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2073710098579801088',,2073710098579801088,b'19483124+4011302',0.037487130468247885,5,406086026,1,0,1,5033245,2073710098579801088,2MASS J19483124+4011302,297.130193,40.191723,b'19483124+4011302',9.478,0.02,9.0,0.024,8.928,0.018,b'AAA',b'222',b'111',b'000',0,0
5084157,1792.496,44.169,87.726,3.2939999999999996,29.4,1.125,5803.0,83.0,0.125,0.1,1.3780000000000001,0.043,-0.04,0.022000000000000002,1.102,0.073,-0.063,0.038,4.2010000000000005,0.011000000000000001,-0.011000000000000001,0.002,0.4201,0.01762,-0.01601,0.006653,6.907,1.79,-1.633,1.261,5570.1,69.27600000000001,0.125,0.1,1.3259999999999998,0.034,-0.032,0.024,0.997,0.05,-0.048,0.045,4.191,0.011000000000000001,-0.011000000000000001,0.005,0.4271,0.01685,-0.01672,0.006135,11.11,1.8519999999999999,-1.765,2.2640000000000002,2100696855558179200,5737,115,342.94699999999995,2.484,2.456,1.4469999999999998,0.061,0.057999999999999996,0.087,1,0,1635721458409799680,b'Gaia DR2 2100696855558179200',2100696855558179200,1284233812,2015.5,286.6882469172991,0.017563503608091474,40.23324203236935,0.02019450293985178,2.8864438759832614,0.021242161663020964,135.88278,-6.457220328297195,0.03930311205277358,17.74226955647668,0.04202845879221434,-0.09773665,-0.047170974,0.17124195,-0.1910922,0.24620329,-0.17958356,-0.07407661,-0.004668504,-0.12104035,-0.19347258,237,237,232,5,4.9736776,349.43307,0.0,0.0,31,True,397.74597,1.6070469564102678,0.005315411776766682,0.039919212,27,15,0.0358075,0,30,False,243,432282.8553606948,87.07340637468411,4964.5796,11.598946,26,228147.1678334257,258.36359034192174,883.0469,11.955851,26,290896.7420577762,191.39595801035208,1519.8688,11.102572,1.2007043,0,0.85327816,0.35690498,0.49637318,-18.80853960765035,0.4208406026524291,7,6000.0,4.0,0.25,b'NOT_AVAILABLE',71.07037431213503,14.427278685873148,297.902768260659,62.0654877089075,100001,5592.3335,5397.2334,5891.0,0.59,0.4095,0.7688,0.294,0.1827,0.3825,200111,1.5353054,1.3835754,1.6483085,2.0770957,2.0493054,2.104886,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2100696855558179200',,2100696855558179200,b'19064518+4013593',0.010722543225060013,5,406184924,1,0,1,5084157,2100696855558179200,2MASS J19064518+4013593,286.688291,40.233158,b'19064518+4013593',10.519,0.024,10.26,0.022,10.175,0.018,b'AAA',b'222',b'111',b'000',0,0
5110725,318.001,5.685,21.156999999999996,0.289,25.9,4.743,4869.0,79.0,0.353,0.099,3.7460000000000004,0.126,-0.122,0.05,1.3230000000000002,0.109,-0.102,0.040999999999999995,3.411,0.009000000000000001,-0.009000000000000001,0.002,0.02514,0.0006786,-0.00067,0.00039960000000000017,4.8660000000000005,1.653,-1.27,0.447,4785.1,69.27600000000001,0.353,0.099,3.696,0.12300000000000001,-0.11699999999999999,0.10099999999999999,1.278,0.105,-0.096,0.08800000000000001,3.408,0.009000000000000001,-0.009000000000000001,0.006999999999999999,0.02529,0.0006734,-0.0006665,0.0004013,5.605,1.8459999999999999,-1.4,1.514,2076503575359113728,4874,97,386.30400000000003,3.636,3.5780000000000003,3.4619999999999997,0.149,0.141,0.23199999999999998,2,0,1635721458409799680,b'Gaia DR2 2076503575359113728',2076503575359113728,874368004,2015.5,294.9226663938278,0.01990379084391379,40.28467285576349,0.02480257110024219,2.5593804036159193,0.024436613979136424,104.73547,5.260374916691026,0.043496095042790284,-23.15303966350727,0.04728240249650842,0.120681114,0.07372609,-0.3015669,-0.060463823,0.27836135,-0.0825866,-0.36969692,-0.12113711,-0.07943171,0.049530156,221,221,215,6,6.185725,363.02832,0.0,1.9360945296118972e-15,31,False,343.03934,1.5123004917633547,0.0063865719354069235,0.11563914,25,16,0.037321404,0,28,False,235,768969.2806963683,239.34115564802366,3212.8586,10.973594,27,329148.7963983552,434.864923227581,756.8989,11.557907,28,618470.5311185499,482.45693879983656,1281.9186,10.283623,1.232324,0,1.2742844,0.5843134,0.68997097,-14.546690968001915,0.32486540518706536,8,5000.0,3.5,0.5,b'NOT_AVAILABLE',73.91726121922291,8.797631916302878,310.4142890915171,60.27489718054529,100001,4697.9326,4468.6665,4825.9326,,,,,,,200111,3.5544984,3.3684444,3.9285839,5.544706,5.4534073,5.6360044,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2076503575359113728',,2076503575359113728,b'19394143+4017052',0.056215433626189984,5,406307892,1,0,1,5110725,2076503575359113728,2MASS J19394143+4017052,294.922638,40.284798,b'19394143+4017052',9.377,0.02,8.881,0.026,8.769,0.018,b'AAA',b'212',b'111',b'000',0,0
